221,42.90963,-81.3001869,286
130,43.9126042,-78.688019,7
104,43.7615377,-79.4110794,152
182,43.1447663,-79.368746,190
101,43.9491784,-78.2934468,201
61,48.716744,-86.3821956,55
137,43.537298,-80.167828,194
195,44.1050454,-78.944148,62
10,43.2854723,-80.4507835,70
23,41.986065,-82.926412,114
66,42.5701997,-82.5077593,10
58,49.619645,-86.132748,65
100,47.593853,-82.756869,226
51,42.1013779,-83.1086977,223
9,44.3716712,-80.8543847,283
19,44.1752954,-81.6365715,283
25,42.8418468,-82.4617364,18
250,43.369623,-80.837023,198
156,46.0807239,-79.368324,279
46,48.1497173,-80.031517,263
235,43.1783519,-81.9987745,33
227,42.314445,-82.5537389,217
53,44.2577799,-79.184036,299
126,43.631881,-79.929863,46
57,44.0998608,-79.487423,144
6,46.0682113,-81.7776902,187
38,49.4108298,-94.0958688,42
129,44.9922309,-79.297833,103
96,48.243889,-82.439722,161
196,43.0357119,-82.162315,212
30,45.3111798,-74.6367158,287
114,49.781666,-86.534706,217
155,45.116667,-78.6,201
201,45.508593,-76.938432,200
203,43.9109352,-78.7884468,214
67,43.4243761,-80.3018107,257
55,43.4516395,-80.4925337,240
143,44.8988097,-76.2485592,67
33,44.409379,-78.831645,191
192,45.299295,-76.721166,175
56,45.6192681,-74.6928116,285
123,43.7764258,-79.2317521,139
224,43.1603239,-79.1040432,229
18,42.3117966,-82.8857592,267
187,45.665241,-79.643979,173
243,46.652064,-80.9463083,283
157,42.6555591,-81.7554017,156
164,43.773398,-81.532687,55
197,44.7528009,-78.0880899,109
76,43.0049231,-79.4819123,47
217,44.167665,-80.393568,20
35,43.053042,-82.093326,252
112,42.739472,-81.345318,12
124,42.9264829,-80.6033821,8
234,42.741924,-80.577671,263
34,47.65,-80.766667,165
60,43.0240705,-79.3622975,298
94,45,-81.366667,29
220,44.330618,-76.161864,50
48,46.0662089,-81.7751153,145
108,45.016543,-79.615314,164
138,44.3095848,-77.9567596,272
1,44.4057559,-76.0182618,192
144,48.079607,-84.549258,144
193,44.1728865,-78.0851607,124
7,46.7006328,-79.1023389,284
214,43.9721108,-79.130506,58
75,44.1011263,-77.576313,8
80,43.2201531,-81.8671012,106
106,49.6859305,-87.5300824,100
218,44.1953988,-77.0487329,163
119,44.5895244,-75.6842858,133
5,51.0145968,-93.828916,89
199,44.314686,-79.202733,226
247,45.857854,-82.855147,9
47,45.5196512,-74.6522016,177
54,42.814509,-82.2817874,93
98,43.9418049,-79.3791856,280
44,43.981093,-80.7358653,53
118,46.352896,-81.3338799,22
4,48.5327399,-89.585111,158
190,44.962282,-76.983946,118
81,44.371583,-76.7702751,216
122,48.548335,-89.785088,286
107,45.549331,-74.9031999,238
31,46.454695,-80.41645,282
15,44.360297,-77.5921337,290
176,43.8329197,-80.5378858,100
151,46.269929,-81.883761,228
113,46.454695,-80.41645,70
171,43.8655329,-79.3106862,212
245,45.275646,-75.275411,31
117,43.646987,-80.017663,221
209,45.2592652,-75.357609,214
133,45.8266513,-77.1108826,51
91,44.75,-80.066667,293
2,48.3528205,-89.2663192,218
73,44.388594,-76.473234,197
219,42.579197,-80.430945,92
186,42.8372632,-80.3040424,190
184,42.2932234,-82.7117164,195
11,42.17638,-82.964381,169
64,44.114899,-79.5629529,195
194,42.8190627,-82.4679394,103
13,48.7679814,-80.6731665,292
84,45.5508523,-75.280351,166
154,43.1940203,-80.3844996,75
178,44.4532567,-78.6421511,3
231,46.3396694,-79.7902944,27
24,43.6912006,-79.3416638,142
41,45.4347445,-76.3518469,31
204,44.629848,-77.99912,24
92,46.5775692,-81.1979645,252
128,45.0212762,-74.730345,210
65,44.192768,-78.057677,42
148,50.237487,-90.7007,111
225,44.843305,-75.546362,193
140,43.0895577,-79.0849436,78
110,47.8097064,-79.9975279,201
70,43.4678033,-81.1968657,235
103,45.2533625,-81.6645411,295
215,43.9345347,-78.6000336,251
40,43.2177791,-79.9872835,198
14,45.056331,-78.077904,145
181,45.8982631,-77.2828772,34
150,43.3247102,-79.9030371,299
69,43.992634,-78.023383,174
211,43.97722,-78.616802,111
109,45.045479,-78.698384,183
